"Notes"	"Age of Mother 9"	"Age of Mother 9 Code"	"Mother's Pre-pregnancy Weight"	"Mother's Pre-pregnancy Weight Code"	"Mother's Weight Gain"	"Mother's Weight Gain Code"	Births
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"66 lbs"	"66"	341
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"67 lbs"	"67"	287
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"68 lbs"	"68"	300
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"69 lbs"	"69"	260
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"70 lbs"	"70"	516
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"71 lbs"	"71"	206
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"72 lbs"	"72"	221
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"73 lbs"	"73"	157
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"74 lbs"	"74"	153
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"75 lbs"	"75"	228
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"76 lbs"	"76"	138
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"77 lbs"	"77"	144
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"78 lbs"	"78"	119
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"79 lbs"	"79"	92
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"80 lbs"	"80"	200
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"81 lbs"	"81"	68
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"82 lbs"	"82"	81
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"83 lbs"	"83"	75
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"84 lbs"	"84"	84
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"85 lbs"	"85"	96
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"86 lbs"	"86"	37
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"87 lbs"	"87"	41
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"88 lbs"	"88"	70
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"89 lbs"	"89"	33
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"90 lbs"	"90"	79
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"91 lbs"	"91"	29
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"92 lbs"	"92"	29
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"93 lbs"	"93"	23
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"94 lbs"	"94"	32
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"95 lbs"	"95"	34
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"96 lbs"	"96"	33
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"97 lbs"	"97"	18
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"98 or more"	"98"	392
	"30-34 years"	"30-34"	"175 - 224 lbs"	"4"	"Unknown or Not Stated"	"99"	2266
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"0 lbs"	"0"	6632
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"1 lbs"	"1"	734
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"2 lbs"	"2"	929
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"3 lbs"	"3"	964
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"4 lbs"	"4"	1032
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"5 lbs"	"5"	1243
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"6 lbs"	"6"	1186
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"7 lbs"	"7"	1214
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"8 lbs"	"8"	1310
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"9 lbs"	"9"	1195
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"10 lbs"	"10"	1988
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"11 lbs"	"11"	1410
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"12 lbs"	"12"	1504
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"13 lbs"	"13"	1536
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"14 lbs"	"14"	1382
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"15 lbs"	"15"	2019
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"16 lbs"	"16"	1542
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"17 lbs"	"17"	1504
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"18 lbs"	"18"	1498
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"19 lbs"	"19"	1393
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"20 lbs"	"20"	2886
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"21 lbs"	"21"	1453
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"22 lbs"	"22"	1605
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"23 lbs"	"23"	1398
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"24 lbs"	"24"	1389
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"25 lbs"	"25"	1952
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"26 lbs"	"26"	1329
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"27 lbs"	"27"	1244
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"28 lbs"	"28"	1188
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"29 lbs"	"29"	1049
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"30 lbs"	"30"	2101
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"31 lbs"	"31"	958
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"32 lbs"	"32"	1034
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"33 lbs"	"33"	970
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"34 lbs"	"34"	869
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"35 lbs"	"35"	1171
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"36 lbs"	"36"	774
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"37 lbs"	"37"	721
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"38 lbs"	"38"	718
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"39 lbs"	"39"	617
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"40 lbs"	"40"	1098
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"41 lbs"	"41"	486
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"42 lbs"	"42"	498
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"43 lbs"	"43"	454
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"44 lbs"	"44"	457
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"45 lbs"	"45"	573
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"46 lbs"	"46"	372
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"47 lbs"	"47"	359
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"48 lbs"	"48"	349
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"49 lbs"	"49"	295
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"50 lbs"	"50"	553
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"51 lbs"	"51"	226
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"52 lbs"	"52"	265
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"53 lbs"	"53"	235
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"54 lbs"	"54"	255
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"55 lbs"	"55"	282
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"56 lbs"	"56"	159
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"57 lbs"	"57"	155
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"58 lbs"	"58"	163
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"59 lbs"	"59"	125
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"60 lbs"	"60"	230
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"61 lbs"	"61"	98
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"62 lbs"	"62"	121
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"63 lbs"	"63"	79
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"64 lbs"	"64"	105
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"65 lbs"	"65"	113
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"66 lbs"	"66"	77
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"67 lbs"	"67"	73
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"68 lbs"	"68"	66
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"69 lbs"	"69"	57
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"70 lbs"	"70"	97
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"71 lbs"	"71"	56
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"72 lbs"	"72"	49
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"73 lbs"	"73"	43
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"74 lbs"	"74"	41
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"75 lbs"	"75"	51
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"76 lbs"	"76"	31
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"77 lbs"	"77"	30
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"78 lbs"	"78"	41
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"79 lbs"	"79"	15
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"80 lbs"	"80"	51
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"81 lbs"	"81"	17
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"82 lbs"	"82"	13
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"83 lbs"	"83"	29
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"84 lbs"	"84"	17
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"85 lbs"	"85"	17
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"86 lbs"	"86"	14
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"87 lbs"	"87"	16
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"88 lbs"	"88"	11
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"89 lbs"	"89"	10
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"90 lbs"	"90"	15
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"91 lbs"	"91"	7
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"92 lbs"	"92"	8
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"93 lbs"	"93"	7
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"94 lbs"	"94"	9
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"95 lbs"	"95"	10
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"96 lbs"	"96"	5
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"97 lbs"	"97"	5
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"98 or more"	"98"	101
	"30-34 years"	"30-34"	"225 - 274 lbs"	"5"	"Unknown or Not Stated"	"99"	1293
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"0 lbs"	"0"	2339
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"1 lbs"	"1"	209
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"2 lbs"	"2"	289
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"3 lbs"	"3"	273
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"4 lbs"	"4"	280
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"5 lbs"	"5"	343
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"6 lbs"	"6"	303
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"7 lbs"	"7"	309
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"8 lbs"	"8"	347
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"9 lbs"	"9"	322
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"10 lbs"	"10"	479
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"11 lbs"	"11"	362
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"12 lbs"	"12"	350
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"13 lbs"	"13"	372
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"14 lbs"	"14"	337
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"15 lbs"	"15"	459
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"16 lbs"	"16"	393
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"17 lbs"	"17"	321
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"18 lbs"	"18"	352
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"19 lbs"	"19"	334
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"20 lbs"	"20"	550
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"21 lbs"	"21"	294
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"22 lbs"	"22"	337
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"23 lbs"	"23"	326
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"24 lbs"	"24"	331
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"25 lbs"	"25"	416
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"26 lbs"	"26"	295
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"27 lbs"	"27"	268
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"28 lbs"	"28"	269
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"29 lbs"	"29"	258
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"30 lbs"	"30"	412
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"31 lbs"	"31"	217
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"32 lbs"	"32"	205
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"33 lbs"	"33"	217
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"34 lbs"	"34"	200
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"35 lbs"	"35"	248
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"36 lbs"	"36"	186
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"37 lbs"	"37"	159
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"38 lbs"	"38"	148
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"39 lbs"	"39"	147
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"40 lbs"	"40"	239
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"41 lbs"	"41"	111
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"42 lbs"	"42"	111
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"43 lbs"	"43"	94
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"44 lbs"	"44"	99
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"45 lbs"	"45"	134
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"46 lbs"	"46"	81
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"47 lbs"	"47"	68
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"48 lbs"	"48"	103
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"49 lbs"	"49"	84
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"50 lbs"	"50"	114
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"51 lbs"	"51"	45
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"52 lbs"	"52"	49
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"53 lbs"	"53"	46
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"54 lbs"	"54"	47
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"55 lbs"	"55"	56
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"56 lbs"	"56"	50
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"57 lbs"	"57"	27
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"58 lbs"	"58"	49
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"59 lbs"	"59"	33
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"60 lbs"	"60"	57
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"61 lbs"	"61"	26
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"62 lbs"	"62"	24
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"63 lbs"	"63"	17
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"64 lbs"	"64"	13
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"65 lbs"	"65"	31
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"66 lbs"	"66"	20
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"67 lbs"	"67"	18
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"68 lbs"	"68"	21
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"69 lbs"	"69"	16
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"70 lbs"	"70"	19
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"71 lbs"	"71"	11
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"72 lbs"	"72"	14
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"73 lbs"	"73"	6
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"74 lbs"	"74"	13
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"75 lbs"	"75"	8
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"76 lbs"	"76"	13
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"77 lbs"	"77"	6
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"78 lbs"	"78"	8
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"79 lbs"	"79"	10
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"80 lbs"	"80"	8
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"81 lbs"	"81"	4
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"82 lbs"	"82"	2
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"83 lbs"	"83"	3
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"84 lbs"	"84"	9
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"85 lbs"	"85"	7
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"86 lbs"	"86"	1
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"88 lbs"	"88"	2
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"89 lbs"	"89"	1
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"90 lbs"	"90"	9
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"91 lbs"	"91"	4
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"92 lbs"	"92"	2
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"93 lbs"	"93"	2
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"94 lbs"	"94"	2
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"95 lbs"	"95"	5
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"96 lbs"	"96"	3
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"98 or more"	"98"	31
	"30-34 years"	"30-34"	"275 - 324 lbs"	"6"	"Unknown or Not Stated"	"99"	566
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"0 lbs"	"0"	691
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"1 lbs"	"1"	52
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"2 lbs"	"2"	56
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"3 lbs"	"3"	63
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"4 lbs"	"4"	72
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"5 lbs"	"5"	86
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"6 lbs"	"6"	65
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"7 lbs"	"7"	82
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"8 lbs"	"8"	92
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"9 lbs"	"9"	77
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"10 lbs"	"10"	109
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"11 lbs"	"11"	72
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"12 lbs"	"12"	77
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"13 lbs"	"13"	72
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"14 lbs"	"14"	69
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"15 lbs"	"15"	97
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"16 lbs"	"16"	64
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"17 lbs"	"17"	88
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"18 lbs"	"18"	73
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"19 lbs"	"19"	72
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"20 lbs"	"20"	112
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"21 lbs"	"21"	67
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"22 lbs"	"22"	74
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"23 lbs"	"23"	71
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"24 lbs"	"24"	63
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"25 lbs"	"25"	77
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"26 lbs"	"26"	56
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"27 lbs"	"27"	56
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"28 lbs"	"28"	44
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"29 lbs"	"29"	39
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"30 lbs"	"30"	69
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"31 lbs"	"31"	49
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"32 lbs"	"32"	38
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"33 lbs"	"33"	34
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"34 lbs"	"34"	38
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"35 lbs"	"35"	47
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"36 lbs"	"36"	28
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"37 lbs"	"37"	25
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"38 lbs"	"38"	27
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"39 lbs"	"39"	26
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"40 lbs"	"40"	52
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"41 lbs"	"41"	18
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"42 lbs"	"42"	18
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"43 lbs"	"43"	25
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"44 lbs"	"44"	21
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"45 lbs"	"45"	26
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"46 lbs"	"46"	14
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"47 lbs"	"47"	24
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"48 lbs"	"48"	14
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"49 lbs"	"49"	16
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"50 lbs"	"50"	77
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"51 lbs"	"51"	14
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"52 lbs"	"52"	8
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"53 lbs"	"53"	8
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"54 lbs"	"54"	7
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"55 lbs"	"55"	6
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"56 lbs"	"56"	9
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"57 lbs"	"57"	5
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"58 lbs"	"58"	7
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"59 lbs"	"59"	9
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"60 lbs"	"60"	11
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"61 lbs"	"61"	5
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"62 lbs"	"62"	5
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"63 lbs"	"63"	4
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"64 lbs"	"64"	7
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"65 lbs"	"65"	2
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"66 lbs"	"66"	2
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"67 lbs"	"67"	3
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"68 lbs"	"68"	1
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"69 lbs"	"69"	3
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"70 lbs"	"70"	7
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"71 lbs"	"71"	2
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"72 lbs"	"72"	2
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"73 lbs"	"73"	2
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"74 lbs"	"74"	4
